date,open,high,low,volume,close
2007-03-12,5.1404533,5.2444215,5.1336355000000005,41853384.0,5.169428
2007-03-13,5.116593,5.147271599999999,4.9478574,60340880.0,4.9512663
2007-03-14,4.964902,4.9938765,4.779123,95010070.0,4.927405
2007-03-15,4.915473,4.959787,4.802983,64123664.0,4.877976
2007-03-16,4.881386,4.889908,4.79787,51401250.0,4.8319583
2007-03-19,4.857526,4.934223,4.8404818,45129210.0,4.8558216
2007-03-20,4.84048,4.951266,4.8132095,64195624.0,4.8319583
2007-03-21,5.0279627,5.1881757,4.9325166,124030000.0,5.108069
2007-03-22,5.113185,5.251241,5.089323,79300090.0,5.2205615
2007-03-23,5.1813583,5.2733955,5.1251135,51302690.0,5.1626096
2007-03-26,5.1660185,5.2154455,5.079094400000002,43743404.0,5.172836
2007-03-27,5.160905400000001,5.171132,5.070573,45863804.0,5.0756855000000005
2007-03-28,5.0330763,5.075686,4.970014,44933264.0,4.9785357
2007-03-29,5.0535293,5.060346599999999,4.811505,70310024.0,4.891611599999999
2007-03-30,4.9580817,4.993874,4.8796797,56837800.0,4.905246
2007-04-02,4.8933163,4.9342217,4.820027400000002,39195544.0,4.900133599999998
2007-04-03,4.9001346,4.9546747,4.8353677,46323780.0,4.8813863
2007-04-04,4.8745666,4.9137673,4.8575225,35368588.0,4.871157599999999
2007-04-05,4.891611599999999,5.271692,4.891611599999999,130339550.0,5.2665787
2007-04-09,5.266578,5.3262324,5.160906,62676030.0,5.171132599999999
2007-04-10,5.1643147,5.223968,5.1080694000000015,77663960.0,5.1182957
2007-04-11,5.1285224000000005,5.179654599999999,5.0092154,79221496.0,5.026259
2007-04-12,4.9989886,5.1847677,4.9666047,72717910.0,5.169428
2007-04-13,5.1523848,5.222265,5.089321599999999,62455416.0,5.2120385
2007-04-16,5.1984043,5.237604599999999,5.118297599999999,65696440.0,5.184769
2007-04-17,5.3160057,5.4370174,5.2086287,103566420.0,5.2341948
2007-04-18,5.2256746,5.344982,5.1984043,66866350.0,5.2989635
2007-04-19,5.256353400000001,5.4029317,5.241014,55548160.0,5.372253
2007-04-20,5.450654,5.454063,5.36373,57699080.0,5.4353147
2007-04-23,5.409746599999999,5.419973400000001,5.3313440000000005,58209544.0,5.346684
2007-04-24,5.437018,5.597231400000001,5.401226,100533070.0,5.547804
2007-04-25,5.5392823,5.6739297,5.513717,49835876.0,5.643251
2007-04-26,5.6432505,5.755740599999998,5.5921187,48899864.0,5.7131305
2007-04-27,5.694383,5.757446,5.546100599999999,54179150.0,5.636433599999998
2007-04-30,5.713131400000001,5.784716,5.60405,55091696.0,5.6057544
2007-05-01,5.708018,5.7455144,5.619389,53249790.0,5.665408
2007-05-02,5.694381,5.718243,5.5699606,64505416.0,5.5989356
2007-05-03,5.6517715,5.7421045,5.6415453,48917476.0,5.704608
2007-05-04,5.7352867,5.774488,5.680746599999999,39627370.0,5.7455134
2007-05-07,5.829028599999999,5.8937955,5.624501,54476830.0,5.631319
2007-05-08,5.597232,5.687565,5.488151,72078376.0,5.6739297
2007-05-09,5.6330233,5.7318783,5.568256400000001,40861828.0,5.699494400000002
2007-05-10,5.7233550000000015,5.798348000000002,5.544393,78481864.0,5.5938206
2007-05-11,5.8954997,6.0471910000000015,5.805167,149674670.0,5.9892416
2007-05-14,5.965382,6.021627,5.873345,71537416.0,5.9295897
2007-05-15,5.946633,5.982425,5.863117,60760576.0,5.876752400000001
2007-05-16,5.8818636,5.9517440000000015,5.769374,51152492.0,5.9517440000000015
2007-05-17,5.934702,5.9653816,5.8188033,43384320.0,5.852891400000002
2007-05-18,5.897205400000002,5.9858335999999985,5.847777400000001,59088824.0,5.968789599999999
2007-05-21,5.9517436,6.135818,5.9227686,63147376.0,5.987536
2007-05-22,5.992652,6.074463,5.8955015999999985,39284324.0,6.0199223
2007-05-23,6.0233292999999986,6.059122,5.8426633,43832580.0,5.859708
2007-05-24,5.886977,5.904021299999999,5.6245002999999985,59434612.0,5.6483620000000005
2007-05-25,5.689268599999999,5.7659660000000015,5.672224,30213666.0,5.736991400000001
2007-05-29,5.7131305,5.817099,5.696087,30923980.0,5.798351
2007-05-30,5.7301745,5.8119855000000005,5.65859,32430674.0,5.8119855000000005
2007-05-31,5.854593799999999,5.9398136,5.8273234,47091220.0,5.9040217
2007-06-01,5.9704947,6.0591235,5.934703,41958588.0,5.944929
2007-06-04,5.8903865999999985,6.0113983,5.8665247,31487240.0,5.97731
2007-06-05,5.994356,6.164795400000001,5.9841294000000005,68312030.0,6.154569
2007-06-06,6.111958,6.299442,6.086393,92969090.0,6.2005873
2007-06-07,6.171611,6.2636485,6.1324096,77433180.0,6.1341142999999985
2007-06-08,6.082984400000001,6.2380843,6.0079910000000005,52146376.0,6.2295623
2007-06-11,6.2295620000000005,6.2892160000000015,6.195474,42501116.0,6.2517190000000005
2007-06-12,6.219335,6.306259,6.183543,51510770.0,6.186952
2007-06-13,6.255127,6.3369374,6.17502,57423336.0,6.3352330000000014
2007-06-14,6.3062580000000015,6.4715843,6.297736,49729108.0,6.447723000000001
2007-06-15,6.5210123,6.7920113,6.5193075999999985,105804550.0,6.740879
2007-06-18,6.8090568,6.8329179999999985,6.689749000000001,67048244.0,6.7442894
2007-06-19,6.701678299999998,6.8022375,6.655659700000001,48106240.0,6.786898
2007-06-20,6.8175774,6.8516655,6.7476974,80457900.0,6.793716000000001
2007-06-21,6.9249535,7.385140400000001,6.8721175,126860710.0,7.3254867
2007-06-22,7.328894999999998,7.4771776,7.218109599999999,86307890.0,7.434568
2007-06-25,7.226633,7.40389,7.160161500000001,80155540.0,7.238564
2007-06-26,7.219813999999999,7.2402663,6.885752,84925580.0,6.9027963
2007-06-27,6.902798700000001,7.0970993,6.8687105,59956772.0,7.0885777
2007-06-28,7.1090293,7.23345,7.039149,58430530.0,7.156752
2007-06-29,7.2044744000000005,7.2061787,7.037444,50513350.0,7.040853
2007-07-02,7.141412299999999,7.337417999999999,7.1192555,55136690.0,7.334009
2007-07-03,7.328894999999998,7.403888,7.269241,23348276.0,7.345938999999999
2007-07-05,7.347643400000001,7.4482026,7.311851499999999,36502508.0,7.4243417
2007-07-06,7.4141145,7.4891076,7.4004793000000015,27646188.0,7.460133
2007-07-09,7.487406,7.7123857,7.485701,52490190.0,7.6765933
2007-07-10,7.6373916,7.7976046,7.5555806,54041870.0,7.751586
2007-07-11,7.7498809999999985,7.802716999999999,7.610120299999998,56971560.0,7.7174973
2007-07-12,7.77204,7.8743032999999985,7.7174993,42902030.0,7.865782
2007-07-13,7.843623,7.937364599999999,7.809535,36437970.0,7.818057
2007-07-16,7.8248744000000015,7.991905,7.823169999999998,52971700.0,7.959522
2007-07-17,7.991905,8.152119,7.9186163,62956090.0,7.9254336
2007-07-18,7.811239,7.8351007,7.6271644,53846696.0,7.7805595
2007-07-19,7.8913465,7.930547,7.717498,39835850.0,7.7720385
2007-07-20,7.823170699999999,7.850441,7.649322,49445520.0,7.686819
2007-07-23,7.659548,7.9220247000000015,7.642504,35249276.0,7.7635164
2007-07-24,7.732836200000001,7.797603,7.511265,44743172.0,7.558988
2007-07-25,7.560692299999999,7.6680694,7.349347,42751850.0,7.5231957
2007-07-26,7.4430895,7.666364999999999,7.3425303,69454590.0,7.560693
2007-07-27,7.541946,7.8896427,7.538537,60185590.0,7.541946
2007-07-30,7.569216,7.765221,7.5675116,52624360.0,7.75329
2007-07-31,8.060080000000001,8.169161,7.7890815999999985,69574280.0,7.7993073000000015
2007-08-01,7.686819,7.876006599999998,7.380028,69020410.0,7.741359700000001
2007-08-02,7.8299885,7.836806,7.603304,45823116.0,7.707272
2007-08-03,7.6817074,7.737952000000001,7.247086500000001,60961228.0,7.2504954
2007-08-06,7.3118505,7.366391,7.1073227,51310904.0,7.3118505
2007-08-07,7.311852,7.548763,7.214701,55324050.0,7.427751
2007-08-08,7.562398399999998,8.002131,7.5044483999999985,64611804.0,7.7703342000000015
2007-08-09,7.8231697,8.078828999999999,7.644208,122412210.0,7.862371
2007-08-10,7.21811,7.548763,7.0544887,111575500.0,7.4976306
2007-08-13,7.557285,7.6084166,7.260720299999999,68490410.0,7.41582
2007-08-14,7.466953,7.823171,7.444795599999999,106799610.0,7.703863
2007-08-15,7.662957,7.7720385,7.368097,67975260.0,7.378323599999999
2007-08-16,7.305034,7.35787,6.9027967000000015,76276170.0,7.2556059999999984
2007-08-17,7.456726,7.6902285,7.224928999999999,71258140.0,7.6834106
2007-08-20,7.6885223,7.7720375,7.5589886,50818056.0,7.65273
2007-08-21,7.698749,8.128257000000001,7.584554700000001,69950170.0,8.066898
2007-08-22,8.271427000000001,8.2986965,8.104397,55361984.0,8.250975
2007-08-23,8.290174,8.387324000000001,8.1453,65319788.0,8.181092
2007-08-24,8.157232,8.239042999999999,8.097579,35363876.0,8.223704
2007-08-27,8.223702000000001,8.496405000000001,8.186205000000001,62186710.0,8.409481
2007-08-28,8.436752,8.470839999999999,7.877711,54762364.0,7.896459599999999
2007-08-29,8.061786999999999,8.354942,8.044742999999999,52663860.0,8.344716
2007-08-30,8.264609,8.503223,8.2612,45535230.0,8.296992999999999
2007-08-31,8.470842999999999,8.752068,8.424824000000001,70487576.0,8.719685
2007-09-04,8.758885000000001,9.026476,8.622534,66814324.0,8.988978999999997
2007-09-05,8.949773,9.203727,8.91398,64174524.0,8.920797
2007-09-06,9.031587,9.113398,8.922506,41607736.0,8.960002000000003
2007-09-07,8.711162,8.801495,8.465729,58897150.0,8.632759
2007-09-10,8.82024,8.973636,8.585034,85280740.0,8.656619000000001
2007-09-11,8.761439999999999,8.907166,8.669402,39644970.0,8.840694000000003
2007-09-12,8.935288,8.978749,8.406074,54217890.0,8.492998
2007-09-13,8.654063,8.664289,8.434196,44283956.0,8.495555
2007-09-14,8.411186,8.421411500000001,8.219441,47652120.0,8.2450075
2007-09-17,8.2577915,8.344716,8.137632,36653092.0,8.227113000000001
2007-09-18,8.314036999999999,9.075902,8.301254,82604110.0,8.9480715
2007-09-19,9.029884,9.2037325,8.697527000000001,50981924.0,8.7844515
2007-09-20,8.789562,8.884155,8.636166000000001,31699628.0,8.733316
2007-09-21,8.820244,8.948072999999997,8.733319,44740412.0,8.817688
2007-09-24,8.871372000000003,9.178164,8.807458,44625824.0,9.042664
2007-09-25,8.988978999999997,9.196063,8.963413000000003,35276252.0,9.157714
2007-09-26,9.203729,9.395473,9.180719,50656510.0,9.37502
2007-09-27,9.464499,9.510519,9.303434,36990664.0,9.403141
2007-09-28,9.459391,9.492626,9.244637,39534268.0,9.26509
2007-10-01,9.34434,9.702264,9.334114,38938570.0,9.656245
2007-10-02,9.633237,9.651134,9.423596,27865224.0,9.564209
2007-10-03,9.395477,9.395477,9.006875,45685420.0,9.157714
2007-10-04,9.147481,9.252301,8.884152,37058732.0,9.198612
2007-10-05,9.344344,9.492627,9.2446375,33720668.0,9.441495
2007-10-08,9.507966,9.61023,9.395476,24689506.0,9.594891
2007-10-09,9.594889,9.638351,9.285542,39408716.0,9.426154
2007-10-10,9.490067,9.490067,9.208842,38052230.0,9.4363785
2007-10-11,9.349458,9.46706,8.914837,51739188.0,9.0171
2007-10-12,9.116801,9.236961,8.976189,40087770.0,9.236961
2007-10-15,9.267643,9.423595,9.224181,34802200.0,9.303435
2007-10-16,9.293212,9.553985,9.259976,27024256.0,9.387806
2007-10-17,9.753399,10.136888,9.743173,70205176.0,10.108766
2007-10-18,10.075529,10.142,9.822427,33308012.0,10.101095
2007-10-19,10.078085,10.083198,9.5565405,49457250.0,9.559097
2007-10-22,9.497737,10.032064,9.421039,52575470.0,10.011612
2007-10-23,10.141997,10.141997,9.786632,28777770.0,10.060186
2007-10-24,9.842876,9.842876,9.242078,55298240.0,9.7201605
2007-10-25,9.421041,9.510522,8.587591999999999,78834640.0,8.871374000000003
2007-10-26,9.152595,9.213953,8.666841999999999,60293188.0,8.794672
2007-10-29,8.492997,8.628496,8.324262,79588000.0,8.587589999999999
2007-10-30,8.65662,9.0835705,8.513451,51358612.0,8.902052000000003
2007-10-31,8.955739,9.050333,8.677071,44511220.0,9.04522
2007-11-01,8.904608,9.226738,8.781891,57423730.0,9.04522
2007-11-02,9.170494,9.45939,9.042665,48095670.0,9.392919
2007-11-05,9.313664,9.617898,9.254863,42697080.0,9.392919
2007-11-06,9.482398,9.76618,9.438935,54234320.0,9.689482
2007-11-07,9.684369,9.722717,9.152597,53466500.0,9.229295
2007-11-08,9.139814,9.305993,8.388177,97475880.0,8.651505
2007-11-09,8.833024,8.896939,8.347272,85177464.0,8.528789999999999
2007-11-12,8.526235,8.587593,7.677446400000001,69988870.0,7.677446400000001
2007-11-13,7.8027196,8.362613,7.677446400000001,71061000.0,8.354942999999999
2007-11-14,8.56714,8.648952,8.181095,65196164.0,8.224557
2007-11-15,8.170867,8.247565,7.925435,48544704.0,8.114622
2007-11-16,8.181092999999999,8.319149000000001,8.114621000000001,41421556.0,8.29614
2007-11-19,8.178536,8.219441999999999,7.6927843,55582988.0,7.736246
2007-11-20,7.8819737,7.894756299999999,7.4422398,60884564.0,7.677446400000001
2007-11-21,7.516379400000001,7.777152,7.49337,63409812.0,7.595633500000001
2007-11-23,7.649319999999999,7.7592539999999985,7.5521702999999984,13883331.0,7.726017999999999
2007-11-26,7.720907,7.879415499999999,7.531719,37735396.0,7.547059
2007-11-27,7.6544356,7.894755,7.595633500000001,44869896.0,7.871746000000001
2007-11-28,8.119736,8.510894,8.081387,56183000.0,8.398403
2007-11-29,8.38562,8.717978,8.349829,47825784.0,8.467431
2007-11-30,8.743542999999999,8.743542999999999,8.037924,63820910.0,8.06349
2007-12-03,8.181092,8.331930999999999,8.0558195,47982640.0,8.181092
2007-12-04,8.216885000000001,8.2450075,8.0149145,36348396.0,8.173423
2007-12-05,8.485330000000001,8.756329,8.380509,65194590.0,8.59782
2007-12-06,8.577364999999999,8.799788000000003,8.500668,36293630.0,8.771666999999999
2007-12-07,8.807459,8.817686,8.572252,31320212.0,8.661734
2007-12-10,8.689853999999999,8.858589,8.664288,32891454.0,8.756325
2007-12-11,8.942959,9.106581,8.746101,56954336.0,8.766554
2007-12-12,9.137259,9.226739,8.891825,60383520.0,9.068231
2007-12-13,8.958299,9.0171,8.55947,48928810.0,8.820243
2007-12-14,8.779333,9.063115,8.720532,34617972.0,8.965964
2007-12-17,8.871374000000003,8.955741,8.487885,49617620.0,8.508337
2007-12-18,8.638724,8.820242,8.5518,38811044.0,8.725649
2007-12-19,8.694968,8.88927,8.659177,24792380.0,8.807459
2007-12-20,8.9480715,9.011986,8.761439999999999,27374336.0,8.991532000000003
2007-12-21,9.098912,9.178167,8.907167999999997,42381412.0,8.988978999999997
2007-12-24,9.055446,9.190946,8.988975,10170574.0,9.147483
2007-12-26,9.165383,9.270204,9.075903,21057326.0,9.270204
2007-12-27,9.254863,9.305995,8.960855,23602516.0,8.983864
2007-12-28,8.968521,9.075897,8.817682000000003,25626314.0,8.89438
2007-12-31,8.822797,8.983863000000003,8.694967,27012136.0,8.697525
2008-01-02,8.723091,8.756327,8.324264,47325110.0,8.439309
2008-01-03,8.487884,8.656618,8.342157,46478684.0,8.372836999999999
2008-01-04,8.1222925,8.163198,7.618643799999999,71979810.0,7.669776
2008-01-07,7.720908,7.7848229999999985,6.7366204,98451380.0,6.8772326
2008-01-08,6.9155803,7.488257400000001,6.754515,108245290.0,7.022957000000001
2008-01-09,7.117551299999999,7.38855,7.012731,72463270.0,7.385992999999999
2008-01-10,7.1840234,7.347645,7.089428999999999,54215930.0,7.232599
2008-01-11,7.0613065000000015,7.209589,6.8644490000000005,55993690.0,6.9155803
2008-01-14,7.0178447,7.3859935,6.9053545,52725270.0,7.375767
2008-01-15,7.0945435,7.1789107,6.713611,70962824.0,6.8337708
2008-01-16,6.404261,6.483516000000002,5.9210660000000015,143205520.0,6.061678
2008-01-17,6.1562730000000006,6.319895,5.9415193,110880040.0,5.9568586
2008-01-18,5.974755,6.3838089999999985,5.757444400000002,90005384.0,6.3505735
2008-01-22,5.744661,6.181838,5.7088685,69339590.0,6.033556
2008-01-23,5.7881230000000015,6.3250074,5.7318783,90929656.0,6.14349
2008-01-24,6.2636495000000005,6.616459,6.204848,58387504.0,6.6139025999999985
2008-01-25,6.867006,7.020401,6.348017,67278240.0,6.378696400000001
2008-01-28,6.3556876,6.4196024000000005,6.1664996,56482228.0,6.3019986
2008-01-29,6.414488,6.5218644,6.248309,40530920.0,6.4962983
2008-01-30,6.391478,6.5372033,6.255978599999999,51873372.0,6.4400535
2008-01-31,6.299441000000002,6.404261,6.092357,57567668.0,6.2866583
2008-02-01,6.273875,6.9027963,6.220186,57997540.0,6.867004400000001
2008-02-04,7.015287,7.0536356,6.6164584,55261860.0,6.652251
2008-02-05,6.5193086,6.5218654,6.23297,48397250.0,6.2355266
2008-02-06,6.301998,6.475847,6.100028,54504210.0,6.215074
2008-02-07,6.0361129999999985,6.4528370000000015,5.905726400000002,64942720.0,6.276432
2008-02-08,6.2176313,6.4374980000000015,6.135820400000001,38521204.0,6.388923
2008-02-11,6.442612,6.5474324,6.365914,49258150.0,6.409376
2008-02-12,6.506525,6.739175,6.4707327,59619228.0,6.647137599999999
2008-02-13,6.698271000000001,6.928364299999998,6.626686,72588040.0,6.9079112999999985
2008-02-14,6.705939999999999,6.711053,5.765114,213594540.0,5.780453700000002
2008-02-15,5.757443,5.9133945,5.6014905,79927144.0,5.693528
2008-02-19,5.7983503,5.8085765999999985,5.5605874,54624284.0,5.609163
2008-02-20,5.4455404000000005,5.650068,5.422530999999998,74221470.0,5.5682573
2008-02-21,5.6245017,5.6526246,5.409748,63001064.0,5.442984
2008-02-22,5.486447,5.716541,5.4455414000000015,70704664.0,5.706314
2008-02-25,5.701201,5.767672,5.5529184,65691348.0,5.7037573
2008-02-26,5.6705203,5.8392553,5.583596,55290412.0,5.7523313
2008-02-27,5.724208999999999,5.8878309999999985,5.6884169999999985,52591108.0,5.8418126
2008-02-28,5.79068,5.8009067000000005,5.6219454,49246030.0,5.6219454
2008-02-29,5.529907,5.6040483,5.4455395,52861010.0,5.4685489999999985
2008-03-03,5.4608803,5.4992294,5.3330507,43908844.0,5.404635
2008-03-04,5.3688416,5.3790684,5.141305,76164696.0,5.3509455
2008-03-05,5.4020785999999985,5.540135,5.345834,63038610.0,5.4123054
2008-03-06,5.345831400000002,5.3816237000000005,5.064606,105148230.0,5.0722760000000005
2008-03-07,4.98024,5.1949935,4.857523400000002,75051100.0,4.9981356
2008-03-10,4.9367795,4.9981375,4.7041297,75892040.0,4.7117996
2008-03-11,4.8575225,4.916324,4.663222,83894930.0,4.867749
2008-03-12,4.9137692,4.9572315,4.693903,72686610.0,4.7348084
2008-03-13,4.660666,5.1080694000000015,4.632543599999999,119351100.0,5.036485
2008-03-14,5.062052,5.0671654,4.6478844000000015,112940590.0,4.6836762
2008-03-17,4.479148,4.7245803,4.425459,78322264.0,4.566072
2008-03-18,4.6734495,4.857524,4.540507,105145464.0,4.849854
2008-03-19,4.7373652,4.8038370000000015,4.5149417000000005,86098600.0,4.5149417000000005
2008-03-20,4.5686297,4.745034,4.4868183,61943790.0,4.7348084
2008-03-24,4.8396287,5.1489763,4.821733,86779580.0,5.1208540000000005
2008-03-25,5.1438637,5.292146,5.0952883,71910960.0,5.194995400000002
2008-03-26,5.125965,5.161758,4.9725704,70567790.0,5.0288153
2008-03-27,4.9521180000000005,5.09273,4.8754196,58799776.0,4.9572306
2008-03-28,5.046712,5.1617584,4.99558,54935252.0,5.031372
2008-03-31,5.0850625,5.1796565,4.995582,55737468.0,5.059497
2008-04-01,5.2103333,5.381625,5.1361930000000005,66188904.0,5.3688426
2008-04-02,5.3841815,5.3841815,5.164315,60288864.0,5.2052207
2008-04-03,5.161758,5.169427400000001,4.95723,82334630.0,5.108069
2008-04-04,5.005806,5.031372,4.7884955,150153840.0,4.801278599999999
2008-04-07,4.9188805,4.990465,4.877975,71334840.0,4.916324
2008-04-08,4.857524400000001,5.0467124000000005,4.857524400000001,62532076.0,4.888204
2008-04-09,4.9444485,5.0364857,4.8984294,66028532.0,4.985354
2008-04-10,5.039042,5.24357,4.931666000000001,106800780.0,5.0825043
2008-04-11,4.9853525,5.0160317,4.706684,108179210.0,4.7373633
2008-04-14,4.7194695,4.729696,4.5507345,76273790.0,4.578857
2008-04-15,4.601866,4.650441000000002,4.5021586,43017812.0,4.632545
2008-04-16,4.808949,4.877977,4.7245817,63251788.0,4.816619
2008-04-17,4.594195,4.768043,4.591638,58375380.0,4.750147
2008-04-18,4.895873,4.939335,4.796166,56084436.0,4.8626375
2008-04-21,4.824288,5.1131825,4.824288,66484230.0,5.079947
2008-04-22,4.9879102999999985,5.041599,4.877977,57465960.0,4.985354
2008-04-23,5.0543809999999985,5.281917,4.9879093,99790690.0,5.2256727
2008-04-24,5.256353,5.281919,5.023703,64124820.0,5.1004010000000015
2008-04-25,5.148976,5.1643157,4.9879107000000005,53998452.0,5.1515326
2008-04-28,5.128525,5.2052226,5.0390440000000005,52384176.0,5.059497
2008-04-29,5.0032487,5.228229,5.0032487,56071540.0,5.1643143
2008-04-30,5.2256730000000005,5.3100405,5.189880400000002,104467224.0,5.253794999999998
2008-05-01,5.3177094,5.509454,5.292144,99216490.0,5.496671
2008-05-02,5.647512,5.7574453000000005,5.5631447,110598010.0,5.7574453000000005
2008-05-05,5.7190948,5.744660400000001,5.6014915,92250960.0,5.614274
2008-05-06,5.5989356,5.7727838,5.5120115,71289840.0,5.760001
2008-05-07,5.7753415,5.852039,5.578483599999998,69979096.0,5.627059
2008-05-08,5.67052,5.688416,5.3713984,132989576.0,5.611718
2008-05-09,5.627058,5.990094,5.616832,198540900.0,5.760001
2008-05-12,5.8341413,5.8341413,5.5401335,98436930.0,5.5963783
2008-05-13,5.6245008,5.6245008,5.4404263,83520190.0,5.481332
2008-05-14,5.5503616,5.788125,5.481334,73452070.0,5.642399299999999
2008-05-15,5.629615,6.1051400000000005,5.6040487,113966584.0,6.079575
2008-05-16,6.1818376,6.2534220000000005,6.041225,106739390.0,6.240639
2008-05-19,6.243197,6.4707336,6.066792,113288710.0,6.1102542999999985
2008-05-20,5.944074,6.013102,5.882716,75432870.0,5.9517440000000015
2008-05-21,5.967085400000001,6.1971784,5.890388,104304880.0,5.9031706
2008-05-22,5.9875383,6.0949154000000005,5.8929443,67776560.0,6.04634
2008-05-23,6.0361114,6.0846863,5.8213577,78490460.0,5.908282
2008-05-27,5.9185095,5.979868,5.8060193,81442024.0,5.9721985
2008-05-28,6.13582,6.1511593,5.959415,73509590.0,6.028443
2008-05-29,6.030998,6.0412245,5.9031687,67811000.0,6.0131025000000005
2008-05-30,6.1843944,6.3352337,6.1664987,81186616.0,6.3147807
2008-06-02,6.3147817,6.3889227,6.245754,71839784.0,6.3403473
2008-06-03,6.360799,6.3710255999999985,6.0514517,82208680.0,6.125592
2008-06-04,5.9900947,6.2099614,5.9568586,81331330.0,6.1971784
2008-06-05,6.411932,6.480960400000002,6.281546,80953480.0,6.3531309999999985
2008-06-06,6.276433,6.284103,6.115368,76750220.0,6.15116
2008-06-09,6.115366000000002,6.1997337,5.933848,62379548.0,6.056565
2008-06-10,5.892943,5.900613,5.660293,119808744.0,5.6986423
2008-06-11,5.698642,5.8366976,5.4250865,97730530.0,5.4327564000000015
2008-06-12,5.555474299999998,5.662851,5.4199753,80770810.0,5.4659934
2008-06-13,5.4736624,5.537577,5.287031,69012590.0,5.4480963
2008-06-16,5.389295,5.4404273000000005,5.330494,61653960.0,5.3739557
2008-06-17,5.4506526,5.4532094,5.230786,67268470.0,5.243569
2008-06-18,5.189879,5.3688407,5.0058045,104169190.0,5.0901723
2008-06-19,5.1182985,5.1898828,4.954676,76755290.0,5.077393
2008-06-20,4.9649,5.108069,4.962343700000001,72460550.0,5.051824
2008-06-23,5.090174,5.095288,4.9035435,75942510.0,4.9470053
2008-06-24,4.918882,5.2282294999999985,4.918882,105504536.0,5.110626
2008-06-25,5.189880400000002,5.2282294999999985,5.056938,88103240.0,5.138749
2008-06-26,4.9853525,5.023701,4.875418700000001,82681590.0,4.875418700000001
2008-06-27,4.895872,4.95723,4.783382,57120984.0,4.929108
2008-06-30,4.8728633000000015,4.916325,4.7527037000000005,63946468.0,4.785939
