date,open,high,low,volume,close,future_return
2008-11-11,0.5980638,0.60973334,0.53096396,105367670.0,0.5338813,-0.14259926243207344
2008-11-12,0.5387436,0.5445784,0.4667815,132484430.0,0.46775395,0.039999942847142256
2008-11-13,0.46191916,0.503735,0.4230207,132438170.0,0.4881756,-0.03238855702140664
2008-11-14,0.4803959,0.5056799,0.46191916,111840940.0,0.47358868,0.033472517018185544
2008-11-17,0.46483657,0.48914808,0.4483047,96818240.0,0.4638641,-0.15587025715585945
2008-11-18,0.48039582,0.48331317,0.40454385,106404250.0,0.42010325,-0.08872901317924509
2008-11-19,0.4055164,0.427883,0.37925994,92726560.0,0.3802324,0.028947489269835147
2008-11-20,0.36953533,0.40843377,0.3578658,123869180.0,0.3724527,0.15345265770977723
2008-11-21,0.38023245,0.42885548,0.35689336,139168500.0,0.42788306,-0.05543253863324826
2008-11-24,0.43858013,0.46580902,0.41135117,91387690.0,0.4337178,0.08450704871323578
2008-11-25,0.41426852,0.4648365,0.41329604,81717390.0,0.4298279,-0.021644947740829923
2008-11-26,0.44927713,0.44927713,0.41913083,88799416.0,0.43858007,-0.06637165453823446
2008-11-28,0.43955255,0.43955255,0.402599,48190090.0,0.40940624,-0.08056862695024736
2008-12-01,0.41037872,0.41329613,0.37439767,86043510.0,0.37439767,0.08505146640445616
2008-12-02,0.37731507,0.42496568,0.37439767,144255580.0,0.4191309,0.009501393322578933
2008-12-03,0.40940627,0.44538733,0.4016266,91363000.0,0.42788306,-0.01882354592178681
2008-12-04,0.4132962,0.43663526,0.40746143,92729624.0,0.41815853,0.1438847741090683
2008-12-05,0.4055165,0.43955266,0.3957919,95642850.0,0.43955266,0.04192871986334801
2008-12-08,0.46386415,0.50567997,0.45802936,124093340.0,0.5017901,0.006036145740471621
2008-12-09,0.48331338,0.5397162,0.4784511,126498570.0,0.49498296,0.06799995960765393
2008-12-10,0.48623073,0.5455509,0.48623073,128068830.0,0.5338813,-0.1161050071019446
2008-12-11,0.5192944,0.5241567,0.45997426,87572620.0,0.46289167,0.11016960895048489
2008-12-12,0.45900172,0.5173494,0.4473322,95368320.0,0.5124871,-0.15076324387852214
2008-12-15,0.50956976,0.51832193,0.4512221,85593110.0,0.46289167,-0.02471922461007492
2008-12-16,0.43274537,0.47650617,0.4269106,148923100.0,0.43274537,0.152073611300926
2008-12-17,0.42204824,0.47650608,0.42204824,144696750.0,0.4638641,-0.06399966896368359
2008-12-18,0.48623064,0.48623064,0.4298279,89700230.0,0.44149742,-0.03632525300802858
2008-12-19,0.45511204,0.45997435,0.4308005,63127428.0,0.44247007,-0.0221724894966705
2008-12-22,0.43857998,0.4570567,0.4201032,54134816.0,0.42885533,-0.029478315974769798
2008-12-23,0.42885557,0.43955266,0.41524112,53083840.0,0.4230208,-0.0327104376663494
2008-12-24,0.41621363,0.41718608,0.39773685,32665554.0,0.40259913,0.04106251106870329
2008-12-26,0.4025991,0.4074614,0.38995713,32642934.0,0.40454403,-0.04872352148373338
2008-12-29,0.41913083,0.4249656,0.38801208,41973904.0,0.3977367,0.0
2008-12-30,0.3987093,0.41232374,0.38995716,44489156.0,0.40259913,0.10975600518974615
2008-12-31,0.3987093,0.4405252,0.39384702,53969216.0,0.43080053,0.12307671723943159
2009-01-02,0.44247004,0.49984524,0.4385802,96200200.0,0.49401048,0.03913894533572093
2009-01-05,0.4969278,0.5241567,0.48234087,91681784.0,0.49984518,0.015066065196587042
2009-01-06,0.51637703,0.5737523,0.51443213,136234700.0,0.56208277,-0.04267215459190832
2009-01-07,0.5241568,0.5445785,0.51832205,112347880.0,0.52221185,0.09496173597754742
2009-01-08,0.5017899,0.5445782,0.49692765,52480250.0,0.5445782,-0.01769916078665723
2009-01-09,0.54944074,0.56013787,0.51540464,87168490.0,0.5484683,-0.16936922948935562
2009-01-12,0.5397161,0.5397161,0.4463598,223709650.0,0.46289167,-1.3383751418238887e-07
2009-01-13,0.4483048,0.467754,0.4269106,107347176.0,0.4453874,-0.06290669601218135
2009-01-14,0.44830474,0.44830474,0.4103787,126929460.0,0.41718596,0.03703667028426838
2009-01-15,0.42010337,0.43177292,0.38995707,120109640.0,0.42107582,3.443031373340233e-07
2009-01-16,0.4356626,0.43760753,0.40648875,104625256.0,0.42691043,-0.10714280713694246
2009-01-20,0.43566275,0.43566275,0.37439767,103337770.0,0.37731507,-0.027500058999762045
2009-01-21,0.38898462,0.41329616,0.38801217,65592308.0,0.41329616,-0.1953727418763378
2009-01-22,0.37828752,0.38314983,0.30438045,315050020.0,0.31410506,0.0031948503920009585
2009-01-23,0.30438045,0.31702244,0.28979352,357819840.0,0.30243552,0.11464977080617222
2009-01-26,0.3053529,0.33938906,0.30340797,282079040.0,0.33258182,0.10000025267249635
2009-01-27,0.34036154,0.35981077,0.32771954,229883630.0,0.35203108,0.01298677572286877
2009-01-28,0.37439778,0.40065426,0.36272827,126370000.0,0.38412243,0.08974344776670362
2009-01-29,0.37926,0.4346903,0.3714803,209361490.0,0.39287445,-0.14117636241909848
2009-01-30,0.4132961,0.42010334,0.36661795,110809540.0,0.36856288,0.052054599701601534
2009-02-02,0.35494846,0.39092952,0.34716874,107115810.0,0.3860672,0.02364350597051379
2009-02-03,0.37342516,0.3850947,0.35494843,98791580.0,0.3724527,0.0871789152685396
2009-02-04,0.38225424,0.43812212,0.38029397,177986990.0,0.41949955,0.04952839864887215
2009-02-05,0.41557875,0.44596308,0.4008767,164912400.0,0.43028083,0.011236199785538359
2009-02-06,0.4361617,0.4587049,0.4136185,170615650.0,0.44204256,0.017777593878418596
2009-02-09,0.4410625,0.4459632,0.42145973,90406580.0,0.42734057,-0.0611352510415768
2009-02-10,0.44890353,0.4655659,0.3969562,195875340.0,0.40185687,-0.046511825448554145
2009-02-11,0.4214597,0.4244001,0.39793634,77689000.0,0.41165826,0.07561006053797681
2009-02-12,0.40185684,0.4459631,0.395976,105975820.0,0.4391021,-0.029478513920674798
2009-02-13,0.43224126,0.43910226,0.42047963,65638652.0,0.42832074,0.042056123890323205
2009-02-17,0.41949943,0.45282412,0.41263843,131314056.0,0.42047954,0.020179143182208925
2009-02-18,0.43714195,0.45870498,0.4175392,108357090.0,0.4361618,-0.09010980953356906
2009-02-19,0.4459631,0.45282406,0.4047973,133693330.0,0.4175391,0.01932352327612108
2009-02-20,0.40577745,0.4155788,0.36265135,192475800.0,0.41067815,-0.04028407820249813
2009-02-23,0.4136185,0.4136185,0.38323423,99176780.0,0.39303565,0.01234546597149011
2009-02-24,0.39695626,0.39695626,0.3734329,199000370.0,0.38813502,0.03902446659677605
2009-02-25,0.40185687,0.4302809,0.39597604,131536480.0,0.42243978,-0.03521111985866132
2009-02-26,0.41753912,0.42930076,0.40185687,77921624.0,0.40185687,-0.002433489864761662
2009-02-27,0.4028371,0.42538032,0.39205557,153492530.0,0.42145976,-0.0707314894260842
2009-03-02,0.4018568,0.42341986,0.35579032,165854100.0,0.360691,-0.0026246484408294357
2009-03-03,0.37343287,0.39695624,0.35677055,102608936.0,0.36853218,-0.03421062226579408
2009-03-04,0.37245274,0.3920555,0.35971096,129851000.0,0.36853218,-0.0435966772205123
2009-03-05,0.3597109,0.37637326,0.33128688,121779704.0,0.33520743,-0.1025642337398015
2009-03-06,0.3440287,0.35775068,0.2979622,152660020.0,0.30482316,0.03174630371357279
2009-03-09,0.30874366,0.3283464,0.30286282,82363864.0,0.30776352,0.12923088794357018
2009-03-10,0.31854513,0.36657193,0.31854513,106754264.0,0.3538301,0.03269735982497046
2009-03-11,0.359711,0.3704925,0.33618763,113188040.0,0.36461166,0.026385149268075336
2009-03-12,0.3714726,0.38813496,0.36265135,73408990.0,0.38029385,0.09768660833800435
2009-03-13,0.38127396,0.42145965,0.37735337,144118380.0,0.4175391,-0.0140518005238085
2009-03-16,0.41851932,0.4410625,0.4126385,125369980.0,0.42145976,0.06888368136971867
2009-03-17,0.41263837,0.44204253,0.4087178,59005940.0,0.43714184,0.035555420931123516
2009-03-18,0.44106242,0.4714467,0.43126103,92609340.0,0.46066517,0.021459521205484222
2009-03-19,0.45674458,0.47242683,0.44890347,70216600.0,0.45576447,0.006302485434986904
2009-03-20,0.4665461,0.46850637,0.43028092,84955310.0,0.45086384,0.043841218011593686
2009-03-23,0.4694865,0.5067318,0.46360567,127618660.0,0.5057516,0.17000009957774154
2009-03-24,0.49006936,0.5675003,0.47732753,287969440.0,0.5665202,0.06666653877036777
2009-03-25,0.5733812,0.59984493,0.5557387,298089400.0,0.5841627,-0.009615234003220507
2009-03-26,0.61160654,0.64297104,0.5616195,237193970.0,0.64297104,-0.058252678026922355
2009-03-27,0.6057258,0.6410108,0.5929841,126262710.0,0.59690464,0.04982823366462408
2009-03-30,0.57044065,0.5890633,0.5469173,136973490.0,0.57926184,-0.09001622570173196
2009-03-31,0.5988647,0.6076859,0.58024204,91180984.0,0.5890633,0.09712229489745572
2009-04-01,0.54495716,0.59004354,0.5400565,140073020.0,0.586123,-0.001639363044359965
2009-04-02,0.59788465,0.6312094,0.59298396,122723440.0,0.60768604,0.11001615836369139
2009-04-03,0.5969045,0.66649437,0.5851428,144736660.0,0.65963334,-0.0828399994904716
2009-04-06,0.66257364,0.6664942,0.6184674,134017790.0,0.62728864,-0.038709528361059675
2009-04-07,0.60768604,0.6223881,0.59788465,68014856.0,0.6027854,0.107382274256423
2009-04-08,0.5841628,0.62630874,0.5822025,89747490.0,0.6223882,-0.04545426649812523
2009-04-09,0.64689153,0.6655142,0.6282689,106760400.0,0.6517922,-0.019048076353928134
2009-04-13,0.61748755,0.6361101,0.5753415,165967300.0,0.6214081,-0.059870294403934654
2009-04-14,0.6057256,0.6174873,0.55671865,151468380.0,0.59298384,0.027538725548068133
2009-04-15,0.56946063,0.5910237,0.54985785,141161650.0,0.5733811,0.055276502139605777
2009-04-16,0.58514285,0.6361101,0.5792621,145441630.0,0.6223882,0.0
2009-04-17,0.6174875,0.6841369,0.6027854,151596880.0,0.66943485,0.011111091317637989
2009-04-20,0.6174875,0.6586533,0.6174875,93712230.0,0.6331697,0.03139717842821299
2009-04-21,0.62434846,0.66159374,0.6184676,119954430.0,0.6537526,0.10502248586399165
2009-04-22,0.64395124,0.72040206,0.64395124,235818620.0,0.7007993,-0.008263997079178353
2009-04-23,0.7115806,0.7115806,0.67335516,186856240.0,0.68805724,-0.011111618093861741
2009-04-24,0.7057001,0.71550155,0.6753158,148994160.0,0.71354127,-0.023876368771136414
2009-04-27,0.69785863,0.7351039,0.68021613,133138320.0,0.68805724,0.014388892012478616
2009-04-28,0.6811963,0.70079905,0.679236,82594450.0,0.68805724,0.1063827163831279
2009-04-29,0.69099796,0.7419652,0.69001776,107574550.0,0.7292233,0.046153671079002034
2009-04-30,0.7645082,0.82037604,0.75470674,200810370.0,0.7997931,0.07230416578008336
2009-05-01,0.79979306,0.8458596,0.78999174,132803660.0,0.8282171,0.03657134593756606
2009-05-04,0.85762143,0.89290637,0.854681,131484450.0,0.89094615,-0.06725484254079206
2009-05-05,0.8889858,0.8889858,0.82233644,171263520.0,0.82919735,0.004728549493413725
2009-05-06,0.8291972,0.8468397,0.7948923,147755650.0,0.8242965,-0.060000436912845734
2009-05-07,0.8331181,0.8409592,0.74000496,156653300.0,0.754707,-0.03879813668383436
2009-05-08,0.78313065,0.78313065,0.7027593,172756200.0,0.76352787,-0.003906320990021306
2009-05-11,0.75274664,0.7684289,0.7321637,115880510.0,0.7419652,-0.052287433164227015
2009-05-12,0.74980617,0.77332944,0.68609715,154541390.0,0.71942186,-0.034483161873475665
2009-05-13,0.71060073,0.71354115,0.6645342,197966830.0,0.684137,0.024285881921326746
2009-05-14,0.68609697,0.7204018,0.6694346,139848590.0,0.714521,1.7075544356259797e-07
2009-05-15,0.70275944,0.7439253,0.7017793,89590380.0,0.71060055,0.06973491758689154
2009-05-18,0.70275956,0.7498062,0.698839,88123230.0,0.7468658,0.08213809065485811
2009-05-19,0.75176644,0.8154754,0.7449055,122272480.0,0.7948925,-0.057831292867213
2009-05-20,0.8135151,0.8242966,0.76646847,161511840.0,0.77528965,0.04347827902170587
2009-05-21,0.76646847,0.7870513,0.74490535,103848580.0,0.7850911,0.007352850711909165
2009-05-22,0.7997932,0.8360583,0.78215075,136866340.0,0.82723707,0.07055973361730583
2009-05-26,0.80567396,0.86252195,0.8037136,131504870.0,0.86056167,-0.0034089561299357474
2009-05-27,0.8625221,0.87820435,0.8399789,128503230.0,0.8409591,-0.01482348742144135
2009-05-28,0.8595818,0.86742294,0.8125351,126607576.0,0.8507606,0.04166655842108491
2009-05-29,0.8468398,0.8752638,0.8389987,238842750.0,0.85370076,0.03333338245715156
2009-06-01,0.8821247,0.93015146,0.87036306,135044180.0,0.92721105,-0.07634398646054996
2009-06-02,0.9115289,0.9115289,0.84291923,188870220.0,0.86056167,-0.012805379106079151
2009-06-03,0.84193915,0.85468096,0.8144953,114893944.0,0.82919735,0.042452708739543876
2009-06-04,0.8311578,0.88016474,0.8291976,101928400.0,0.87526417,-0.007918353977706794
2009-06-05,0.8664427,0.8821249,0.8350783,78416450.0,0.86350226,0.03306683167712121
2009-06-08,0.8595819,0.88408536,0.8340983,102749720.0,0.8684031,0.05960266802386549
2009-06-09,0.88800555,0.9399529,0.8811445,130198936.0,0.92721105,-0.024999918963416135
2009-06-10,0.94093305,0.9468138,0.8811445,155255600.0,0.91446924,0.017094105600354403
2009-06-11,0.9174098,0.9585756,0.9164297,99434910.0,0.9458338,-0.0031512430552138593
2009-06-12,0.9330921,0.9448538,0.9076085,74986320.0,0.93505234,-0.025289745747924752
2009-06-15,0.9301517,0.9301517,0.89976746,85547064.0,0.9154497,0.01621612559235963
2009-06-16,0.9066284,0.932112,0.89290637,116869170.0,0.89388657,-0.0021279011307996365
2009-06-17,0.9213304,0.9389729,0.89486665,102693624.0,0.9203503,4.3508059155428214e-07
2009-06-18,0.9193699,0.9330919,0.88408494,110096690.0,0.9076083,0.026652155284981438
2009-06-19,0.9193703,0.9556354,0.91544974,125582200.0,0.94975454,-0.03634470085239183
2009-06-22,0.9438735,0.9634763,0.92133033,101500940.0,0.9232906,0.045258703383262766
2009-06-23,0.9095687,0.94583386,0.89094615,177303470.0,0.9409332,0.0257731232249252
2009-06-24,0.9507346,0.98699975,0.93701273,164254290.0,0.967397,-0.031155676870671667
2009-06-25,0.975238,0.975238,0.92427087,250143150.0,0.93113184,0.05082972624971194
2009-06-26,0.9448538,1.0075827,0.9291715,226558740.0,1.0066025,0.020730733284850755
2009-06-29,0.99288046,1.0203243,0.9840592,116198860.0,1.0085627,0.0029010415371601983
2009-06-30,1.0134636,1.0418876,1.0066028,183584180.0,1.0252253,0.012536258968754543
2009-07-01,1.0164037,1.0634505,1.0164037,110154830.0,1.038947,-0.018095010074376416
2009-07-02,1.0291456,1.0291456,1.0017017,67686344.0,1.0075825,-0.027158268112993378
2009-07-06,1.0105232,1.0389472,0.96739703,165071500.0,0.9850396,-0.052841422309092945
2009-07-07,0.98307914,0.99680114,0.9125092,252435680.0,0.93113184,0.002105201342916141
2009-07-08,0.93113184,0.9419133,0.9066284,113018690.0,0.93113184,0.01890760918059886
2009-07-09,0.93309206,0.9458338,0.90858865,93492890.0,0.93407214,0.03195876115164009
2009-07-10,0.9507346,0.98503953,0.9272113,192272770.0,0.9801388,0.021977764366785557
2009-07-13,0.9811189,1.0193442,0.946814,114338910.0,1.0164039,0.05865101557154184
2009-07-14,1.0026817,1.0448277,0.9987612,120359510.0,1.039927,0.0036935816635106367
2009-07-15,1.06149,1.0830531,1.0507085,136074640.0,1.0654106,0.004600103978681602
2009-07-16,1.0654107,1.0977553,1.0585498,122621430.0,1.0703114,0.029303893435902895
2009-07-17,1.0703117,1.0987357,1.0605102,103920990.0,1.0928547,-0.01779388858430253
2009-07-20,1.101676,1.1114775,1.0654109,120806350.0,1.0820732,0.05706528645158748
2009-07-21,1.0820729,1.1006954,1.0507084,143008370.0,1.0977551,0.017995199776328796
2009-07-22,1.1438217,1.2006698,1.1085368,325177470.0,1.1614642,-0.0378785731768585
