date,open,high,low,volume,close,future_return
2011-12-20,3.0674129,3.119767,3.0573447,115264110.0,3.09359,-0.010934876572521124
2011-12-21,3.1305063,3.136547,3.0747962,91617140.0,3.1063428,0.00390207638560236
2011-12-22,3.0962746,3.1063426,3.0405643,130682630.0,3.0801654,-0.011228860010105146
2011-12-23,3.1083565,3.1143973,3.0768096,43824080.0,3.0888915,-0.004367302550759566
2011-12-27,3.0734532,3.0935893,3.0425777,37536900.0,3.0539882,-0.03728923616937796
2011-12-28,3.0600305,3.0707698,2.9533086,89881420.0,2.9694178,0.038960980769261466
2011-12-29,2.9459243,3.0365372,2.9345138,73162310.0,3.0325098,0.014693270860486773
2011-12-30,3.0607004,3.084864,3.029825,65470188.0,3.0372083,0.026150603600425093
2012-01-03,3.1056721,3.2063532,3.1009738,134238880.0,3.1889017,0.005055057955767772
2012-01-04,3.1868873,3.2546792,3.1768193,132677550.0,3.2365565,0.012154303475507167
2012-01-05,3.2029972,3.2566936,3.1828609,86423490.0,3.2231333,-0.012008627953852269
2012-01-06,3.2419274,3.2419274,3.1727931,67447200.0,3.1909158,0.018231397894527657
2012-01-09,3.2029963,3.2238035,3.1714494,58977400.0,3.2023249,-0.003293011688201619
2012-01-10,3.2613914,3.2815275,3.240584,98245500.0,3.24394,0.009292044708820946
2012-01-11,3.2506516,3.2855544,3.2191048,62121000.0,3.2734725,-0.011047662915370182
2012-01-12,3.2808568,3.3231425,3.245954,60099252.0,3.2761583,0.005999239970523318
2012-01-13,3.244611,3.2486384,3.1882296,54315644.0,3.244611,-0.014600088073924211
2012-01-17,3.2640762,3.2848835,3.182189,104283880.0,3.2217903,-0.006886630864547549
2012-01-18,3.2164204,3.2459538,3.1895723,86737864.0,3.2184343,-0.025215150090156624
2012-01-19,3.1942701,3.2224607,3.0855348,144423580.0,3.118424,-0.005604603436378031
2012-01-20,3.1137261,3.1566832,3.041236,210418160.0,3.0761387,0.0004334563445900219
2012-01-23,3.0962749,3.152656,3.0956035,144425040.0,3.1513138,-0.014951299660351913
2012-01-24,3.097617,3.1063426,3.0405643,103296120.0,3.052646,0.08820908545449235
2012-01-25,3.0513036,3.2714593,3.0338523,191662400.0,3.2493093,-0.01374539999216362
2012-01-26,3.3204563,3.3486466,3.2627325,182487940.0,3.2795126,-0.006763526480409454
2012-01-27,3.2748153,3.3493192,3.2728014,122747660.0,3.323142,0.03074714710947868
2012-01-30,3.252666,3.3264987,3.2405841,78320180.0,3.300993,-0.00020025793126099423
2012-01-31,3.3526762,3.3714697,3.2728024,100048210.0,3.3063626,-0.005606883379164707
2012-02-01,3.3520048,3.3540184,3.2915964,87491710.0,3.3063626,-0.008659009084484692
2012-02-02,3.3332105,3.3822086,3.3137455,87664550.0,3.3446212,-0.01482809832208365
2012-02-03,3.3043482,3.3137453,3.2526653,148204820.0,3.293609,0.014639035852047844
2012-02-06,3.255351,3.329855,3.2506528,89489610.0,3.3003218,0.003860967623978473
2012-02-07,3.3030062,3.3560314,3.2560217,102795520.0,3.3077044,0.004453550454059041
2012-02-08,3.315759,3.344621,3.2795138,73567550.0,3.293609,-0.026400605381870723
2012-02-09,3.3305259,3.3459637,3.275487,71535380.0,3.288911,0.00227700134275044
2012-02-10,3.242598,3.2499812,3.2023256,93622470.0,3.2318587,-0.005370092271912652
2012-02-13,3.2499814,3.2566936,3.1949425,64582220.0,3.2238045,0.0006230107098508242
2012-02-14,3.2325287,3.2392406,3.1613808,106912020.0,3.1956124,-0.0317491567432131
2012-02-15,3.2345426,3.2352138,3.180175,81474216.0,3.183531,0.03900568501299828
2012-02-16,3.1318486,3.247296,3.0801656,151536130.0,3.2332006,-0.014438991170428683
2012-02-17,3.2540085,3.2546797,3.1466155,107756730.0,3.1566834,0.012975737411872634
2012-02-21,3.2070239,3.2587068,3.1902437,93068250.0,3.2519948,0.02644650338631216
